department,station,safety_center,address,jurisdiction
대구소방본부,대구강북소방서,119구조대,대구 북구 구암서로 71,
대구소방본부,대구강서소방서,119구조대,대구 달성군 다사읍 달구벌대로 920,
대구소방본부,대구달서소방서,119구조대,대구 달서구 학산로 75 달서소방서,
대구소방본부,대구달성소방서,119구조대,대구 달성군 현풍읍 비슬로 480,
대구소방본부,대구동부소방서,119구조대,대구 동구 각산동 1022,
대구소방본부,대구북부소방서,119구조대,대구 북구 칠성남로 112,
대구소방본부,대구서부소방서,119구조대,대구 서구 달서천로 186,
대구소방본부,대구수성소방서,119구조대,대구 수성구 청호로 87,
대구소방본부,대구중부소방서,119구조대,대구 중구 달구벌대로 1926 대구중부소방서,
대구소방안전본부,대구강북소방서,구암119안전센터,대구광역시 북구 구암로 155 (동천동),"대구광역시 북구 동천동, 대구광역시 구암동, 대구광역시 국우동, 대구광역시 도남동"
대구소방안전본부,대구강북소방서,군위119안전센터,대구광역시 군위군 군위읍 군위공단길 65,"군위군 군위읍, 군위군 소보면, 군위군 효령면"
대구소방안전본부,대구강북소방서,금호119안전센터,대구광역시 북구 한강로 105(금호동),"대구광역시 북구 금호동, 대구광역시 북구 사수동"
대구소방안전본부,대구강북소방서,무태119안전센터,대구광역시 북구 호국로43길 21(서변동),"대구광역시 북구 서변동, 대구광역시 북구 연경동, 대구광역시 북구 동변동, 대구광역시 북구 조야동"
대구소방안전본부,대구강북소방서,읍내119안전센터,대구광역시 북구 칠곡중앙대로 570 (읍내동),"대구광역시 북구 읍내동, 대구광역시 북구 동호동, 대구광역시 북구 관음동, 대구광역시 북구 학정동"
대구소방안전본부,대구강북소방서,의흥119안전센터,대구광역시 군위군 의흥면 읍내길 23,"군위군 부계면, 군위군 우보면, 군위군 의흥면, 군위군 산성면, 군위군 삼국유사면"
대구소방안전본부,대구강북소방서,태전119안전센터,대구광역시 북구 칠곡중앙대로 184(태전동),"대구광역시 북구 태전동, 대구광역시 북구 매천동, 대구광역시 북구 노곡동"
대구소방안전본부,대구강서소방서,다사119안전센터,대구광역시 달성군 다사읍 달구벌대로 920 (죽곡리),"대구광역시 달서구 호산동, 대구광역시 달서구 호림동, 대구광역시 달서구 파호동, 달성군 다사읍 죽곡리, 달성군 세천리, 달성군 서재리, 달성군 방천리"
대구소방안전본부,대구강서소방서,대천119안전센터,대구광역시 달서구 달서대로58길 129 (대천동),"달서구 장동, 달서구 월암동, 달서구 대천동"
대구소방안전본부,대구강서소방서,성서119안전센터,대구광역시 달서구 성서로 357 (이곡동),"달서구 이곡동, 달서구 갈산동, 달서구 신당동"
대구소방안전본부,대구달서소방서,도원119안전센터,대구광역시 달서구 도원로 8 (도원동),"대구광역시 달서구 도원동, 대구광역시 달서구 대곡동, 대구광역시 달서구 유천동, 대구광역시 달서구 진천동"
대구소방안전본부,대구달서소방서,본리119안전센터,대구광역시 대명천로 134 (본리동),"대구광역시 달서구 본리동, 대구광역시 달서구 성당동, 대구광역시 달서구 두류동, 대구광역시 달서구 송현동, 대구광역시 달서구 본동"
대구소방안전본부,대구달서소방서,월성119안전센터,대구광역시 달서구 학산로 75 (월성동),"대구광역시 달서구 월성1동, 대구광역시 달서구 월성2동, 대구광역시 달서구 본동"
대구소방안전본부,대구달서소방서,죽전119안전센터,대구광역시 달서구 와룡로 222,"대구광역시 달서구 죽전동, 대구광역시 달서구 감삼동, 대구광역시 달서구 장기동, 대구광역시 달서구 용산동"
대구소방안전본부,대구달서소방서,죽전119안전센터,대구광역시 달서구 와룡로 222 (죽전동),"대구광역시 달서구 죽전동, 대구광역시 달서구 감삼동, 대구광역시 달서구 장기동, 대구광역시 달서구 용산동"
대구소방안전본부,대구달성소방서,구지119안전센터,대구광역시 달성군 구지면 달성2차로 111,달성군 구지면
대구소방안전본부,대구달성소방서,구지119안전센터,대구광역시 달성군 구지면 달성2차로 111 (내리),달성군 구지면
대구소방안전본부,대구달성소방서,논공119안전센터,대구광역시 달성군 논공읍 논공중앙로33길 5,달성군 논공읍
대구소방안전본부,대구달성소방서,논공119안전센터,대구광역시 달성군 논공읍 논공중앙로33길 5 (북리),달성군 논공읍
대구소방안전본부,대구달성소방서,옥포119안전센터,대구광역시 달성군 옥포읍 돌미로 93,달성군 옥포읍
대구소방안전본부,대구달성소방서,옥포119안전센터,대구광역시 달성군 옥포읍 돌미로 93 (교항리),달성군 옥포읍
대구소방안전본부,대구달성소방서,현풍119안전센터,대구광역시 달성군 현풍읍 비슬로 480 (원교리),"달성군 현풍읍, 달성군 유가읍"
대구소방안전본부,대구달성소방서,화원119안전센터,대구광역시 달성군 화원읍 화암로 122 (명곡리),달성군 화원읍
대구소방안전본부,대구동부소방서,율하119안전센터,대구광역시 동구 율하동로8길 5 (율하동),"대구광역시 동구 신기동, 대구광역시 동구 율하동, 대구광역시 동구 율암동, 대구광역시 동구 상매동, 대구광역시 동구 매여동"
대구소방안전본부,대구동부소방서,공산119안전센터,대구광역시 동구 팔공산로 1579 (백안동),대구광역시 동구 공산동
대구소방안전본부,대구동부소방서,동촌119안전센터,대구광역시 동구 해동로 180 (검사동),"대구광역시 동구 방촌동, 대구광역시 동구 입석동, 대구광역시 동구 검사동, 대구광역시 동구 신평동, 대구광역시 동구 부동, 대구광역시 동구 둔산동, 대구광역시 동구 용계동"
대구소방안전본부,대구동부소방서,불로119안전센터,대구광역시 동구 팔공로50길 19 (봉무동),"대구광역시 동구 불로동, 대구광역시 동구 지저동, 대구광역시 동구 봉무동, 대구광역시 동구 도동, 대구광역시 동구 평광동"
대구소방안전본부,대구동부소방서,신천119안전센터,대구광역시 동구 동대구로 507 (신천동),"대구광역시 동구 신암동, 대구광역시 동구 신천동, 대구광역시 동구 효목동"
대구소방안전본부,대구동부소방서,안심119안전센터,대구광역시 동구 반야월로 291 (각산동),"대구광역시 동구 서호동, 대구광역시 동구 동호동, 대구광역시 동구 각산동, 대구광역시 동구 신서동, 대구광역시 동구 동내동, 대구광역시 동구 괴전동, 대구광역시 동구 금강동, 대구광역시 동구 대림동, 대구광역시 동구 사복동, 대구광역시 동구 숙천동, 대구광역시 동구 내곡동"
대구소방안전본부,대구북부소방서,노원119안전센터,대구광역시 북구 노원로 42 (노원동3가),"대구광역시 북구 노원동2가, 대구광역시 북구 노원동3가, 대구광역시 북구 조야동, 대구광역시 북구 노곡동"
대구소방안전본부,대구북부소방서,대현119안전센터,대구광역시 북구 대현로 105 (대현동),"대구광역시 북구 북구 대현동, 대구광역시 북구 산격3동"
대구소방안전본부,대구북부소방서,매곡119안전센터,대구광역시 달성군 다사읍 달구벌대로 753 (매곡리),"달성군 다사읍 문산리, 달성군 부곡리, 달성군 매곡리, 달성군 문양리, 달성군 이천리, 달성군 달천리, 달성군 박곡리"
대구소방안전본부,대구북부소방서,복현119지역대,대구광역시 북구 동북로 245 (복현동),대구광역시 북구 복현동
대구소방안전본부,대구북부소방서,산격119안전센터,대구광역시 북구 유통단지로8길 88 (산격2동),"대구광역시 북구 검단동, 대구광역시 북구 산격2동, 대구광역시 북구 복현동"
대구소방안전본부,대구북부소방서,칠성119안전센터,대구광역시 북구 칠성남로 112 (칠성동2가),대구광역시 북구 칠성동1가
대구소방안전본부,대구북부소방서,침산119안전센터,대구광역시 북구 침산로 295 (침산동),"대구광역시 북구 북구 침산동, 대구광역시 북구 노원동1가"
대구소방안전본부,대구서부소방서,내당119안전센터,대구광역시 서구 서대구로3길 16 (내당4동),"대구광역시 서구 내당동, 대구광역시 서구 평리2동, 대구광역시 서구 평리 4동"
대구소방안전본부,대구서부소방서,비산119안전센터,대구광역시 서구 국채보상로 400 (비산동),"대구광역시 서구 원대동, 대구광역시 서구 비산1동, 대구광역시 서구 비산2동, 대구광역시 서구 비산3동, 대구광역시 서구 비산4동, 대구광역시 서구 비산6동,"
대구소방안전본부,대구서부소방서,이현119안전센터,대구광역시 서구 국채보상로 119 (이현동),대구광역시 서구 상중이동
대구소방안전본부,대구서부소방서,평리119안전센터,대구광역시 서구 달서천로 186 (평리동),"대구광역시 서구 평리 1동, 대구광역시 서구 평리 3동, 대구광역시 서구 평리 5동, 대구광역시 서구 평리 6동, 대구광역시 서구 비산 5동, 대구광역시 서구 비산 7동"
대구소방안전본부,대구수성소방서,가창119안전센터,대구광역시 달성군 가창면 가창로 547,달성군 가창면
대구소방안전본부,대구수성소방서,고산119안전센터,대구광역시 수성구 고산로 105 (신매동),"대구광역시 고산1동, 대구광역시 고산2동, 대구광역시 고산 3동"
대구소방안전본부,대구수성소방서,만촌119안전센터,대구광역시 수성구 달구벌대로 2658 (만촌3동),"대구광역시 수성구 범어4동, 대구광역시 수성구 만촌3동, 대구광역시 수성구 이천동, 대구광역시 수성구 연호동, 대구광역시 수성구 고모동"
대구소방안전본부,대구수성소방서,무열로119안전센터,대구광역시 수성구 무열로 139 (만촌1동),"대구광역시 수성구 만촌1동, 대구광역시 수성구 만촌2동 , 대구광역시 수성구 범어2동"
대구소방안전본부,대구수성소방서,범물119안전센터,대구광역시 수성구 청호로 87 (범물동),"대구광역시 수성구 범물1, 대구광역시 수성구 범물2동, 대구광역시 수성구 삼덕, 대구광역시 수성구 지산1동"
대구소방안전본부,대구수성소방서,상동119안전센터,대구광역시 수성구 파동로51길 5 (파동),"수성구 상동, 수성구 파동"
대구소방안전본부,대구수성소방서,수성119안전센터,대구광역시 수성구 들안로60길 30 (수성동3가),"대구광역시 수성구 범어1동, 대구광역시 수성구 범어3동, 대구광역시 수성구 수성동1가, 대구광역시 수성구 수성동2가, 대구광역시 수성구 수성동3가, 대구광역시 수성구 수성동 4가"
대구소방안전본부,대구수성소방서,황금119안전센터,대구광역시 수성구 동대구로12길 41 (지산1동),"대구광역시 수성구 황금1동, 대구광역시 수성구 황금2동, 대구광역시 수성구 중동, 대구광역시 수성구 지산1동"
대구소방안전본부,대구중부소방서,남산119안전센터,대구광역시 중구 달구벌대로 1926 (남산동),"대구광역시 중구 남산2동, 대구광역시 중구 남산3동, 대구광역시 중구 남산4동, 대구광역시 중구 봉산동, 대구광역시 중구 계산 1가, 대구광역시 중구 계산2가, 대구광역시 중구 대명3동, 대구광역시 중구 동성로3가"
